path,type,dimensions,date_modified,model,style,description,original_path,file_size_bytes
images/articles/cafe-morning-coffee.webp,.webp,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Two women having an intimate coffee conversation at a wooden table positioned between two tall windows with textured glass, surrounded by houseplants in warm morning light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-morning-coffee.webp,206968
images/articles/cafe-roasting-seasons.png,.png,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands holding a steaming terracotta mug in a cozy vintage kitchen with open shelving, dried herbs, and flowers in a vase by the window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-roasting-seasons.png,1486145
images/articles/community-living-debate.webp,.webp,1024x1024,2025-12-24 16:51:11,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Six people sitting in a circle on couches in a bright Victorian living room with tall Gothic arched windows filled with houseplants, having coffee and conversation in golden afternoon light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/community-living-debate.webp,282510
images/articles/community-potluck.png,.png,1024x1024,2025-12-24 16:55:30,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A Victorian dining room table laden with multiple bowls and dishes of potluck food, with lace curtains and an arched doorway visible in the soft natural light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/community-potluck.png,1607397
images/articles/community-potluck.webp,.webp,1024x1024,2025-12-24 16:56:13,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A dark wood oval dining table covered with numerous bowls of potluck dishes including salads and casseroles in a Victorian dining room with lace curtains, antique chairs, and an arched doorway. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/community-potluck.webp,222842
images/articles/farm-journey-hands.png,.png,1024x1024,2025-12-24 16:56:44,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands holding fresh garden vegetables including tomatoes, kale, yellow squash, and eggplant with roots still attached, with a flower garden and house visible in the background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/farm-journey-hands.png,1748507
images/articles/farm-journey-hands.webp,.webp,1024x1024,2025-12-24 16:57:11,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hands cradling freshly harvested vegetables with soil on the roots including tomatoes, eggplant, squash, and leafy greens, with a Victorian house and abundant garden beds in the background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/farm-journey-hands.webp,224648
images/articles/holiday-gifts.png,.png,1024x1024,2025-12-24 16:57:40,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A Victorian dining table covered with handmade holiday gifts including knitted items, pottery mugs, wrapped bread, books, candles, and cutting boards in warm afternoon light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/holiday-gifts.png,1665555
images/articles/home-community-garden.webp,.webp,1024x1024,2025-12-24 17:33:45,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three people working together in a sunny community garden with raised beds, one kneeling to plant while two others sit and stand nearby in casual conversation. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-community-garden.webp,338938
images/articles/home-neighbors.webp,.webp,1024x1024,2025-12-24 17:33:10,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A multi-generational group of four people sitting on and around the steps of a white Victorian porch with decorative columns, accompanied by a golden retriever, in warm golden hour sunlight with flower pots and plants. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-neighbors.webp,322190
images/articles/homes-intentional-living.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Sunlit Victorian bedroom with metal frame bed, tall windows, hardwood floors, antique chair with ottoman, and meditation cushion. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-intentional-living.png,1484735
images/articles/homes-intentional-living.webp,.webp,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Peaceful Victorian bedroom with iron bed frame, two tall windows with natural light, vintage furniture, and yoga cushion on worn hardwood floors. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-intentional-living.webp,279980
images/articles/homes-radiator-patience.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hand reaching toward ornate vintage cast-iron radiator with oil lamp on dark wood surface in Victorian home. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-radiator-patience.png,1593751
images/articles/homes-sacred-spaces.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Minimalist meditation nook in Victorian bay window alcove with white cushion, dark wood trim, small altar shelf with plants and candle. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-sacred-spaces.png,1381008
images/articles/homes-sacred-spaces.webp,.webp,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Serene meditation corner with round floor cushion in Victorian bay window featuring stained glass, wooden shelf with succulents and candle above. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-sacred-spaces.webp,188908
images/articles/homes-sustainable-design.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of weathered Victorian window with ornate curtain, potted fern on worn sill, and soft countryside view through wavy antique glass. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-sustainable-design.png,1927134
images/articles/home-restoration.webp,.webp,1024x1024,2025-12-24 17:35:36,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in overalls and work gloves carefully restoring ornate wooden molding or trim on a cabinet in a Victorian room with Gothic arched windows and tools laid out on a work table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-restoration.webp,767780
images/articles/home-community-gardens.png,.png,1024x1024,2025-12-24 17:35:54,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman kneeling in front of Victorian houses with decorative porches, tending to raised bed community gardens filled with vegetables in golden hour light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-community-gardens.png,1905786
images/articles/home-tiny-house.webp,.webp,1024x1024,2025-12-24 17:32:54,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman with laptop at window desk in tiny house with loft bed above, plants on windowsill, and Victorian cottage visible through window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-tiny-house.webp,155356
images/articles/home-winter-energy.png,.png,1024x1024,2025-12-24 17:34:04,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Person sitting cross-legged on hardwood floor by tall Victorian window with green curtains, reading papers with radiator and space heater nearby during snowy winter day. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-winter-energy.png,1558175
images/articles/home-winter-energy.webp,.webp,1024x1024,2025-12-24 17:34:19,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Person in cream sweater examining utility bills on floor beside vintage radiator and space heater by Victorian window during snowfall. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-winter-energy.webp,189532
images/articles/homes-bill-changes.png,.png,1024x1024,2025-12-24 17:34:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Wooden deck with rain barrel, garden bed, and bench beside horizontal-sided house with misty valley view in background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-bill-changes.png,1704656
images/articles/homes-bill-changes.webp,.webp,1024x1024,2025-12-24 17:34:50,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Rustic wooden porch with rain barrel water collection system, garden beds, and bench overlooking misty rural landscape. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-bill-changes.webp,237914
images/articles/homes-community-stories.png,.png,1024x1024,2025-12-24 17:35:07,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Vintage-style photo collage featuring communal dining scene, Victorian porch with couple, orange cat on windowsill, antique fridge, and canning jars. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-community-stories.png,1870862
images/articles/home-sustainable-living-old.webp,.webp,1024x1024,2025-12-24 17:36:14,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in neutral linen clothing watering numerous houseplants in a bright modern minimalist apartment living room with large windows and blonde wood floors. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-sustainable-living-old.webp,730521
images/articles/home-community-gardens.webp,.webp,1024x1024,2025-12-24 17:36:44,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in casual clothes working in raised bed gardens in the front yard of Victorian cottages with ornate porches and gingerbread trim, surrounded by abundant vegetable plants in warm evening light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-community-gardens.webp,368922
images/articles/home-sustainable-living.webp,.webp,330x242,2025-12-24 17:36:49,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman standing at farmhouse sink in bright, cream-colored kitchen with natural light streaming through windows and lace curtains. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-sustainable-living.webp,745315
images/articles/home-community-gathering.webp,.webp,330x330,2025-12-24 17:37:28,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A group of five people gathered on a wraparound porch at sunset with string lights and river views, sitting in rocking chairs around a cooler having a relaxed conversation. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-community-gathering.webp,35396
images/articles/home-tiny-house.png,.png,1024x1024,2025-12-24 17:37:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman with laptop in cozy tiny house interior featuring loft bed, built-in desk by window with Victorian house view outside, and warm lighting. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-tiny-house.png,795114
images/articles/home-neighbors.png,.png,1024x1024,2025-12-24 17:38:15,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Four people and a golden retriever gathered on a Victorian porch at golden hour, sitting on steps and railing in casual conversation with flowering plants around them. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-neighbors.png,1973618
images/articles/home-tiny-house.webp,.webp,1024x1024,2025-12-24 17:38:13,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman with laptop at window desk in tiny house with loft bed above, plants on windowsill, and Victorian cottage visible through window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-tiny-house.webp,814951
images/articles/home-neighbors.webp,.webp,1024x1024,2025-12-24 17:38:58,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A multi-generational group of four people sitting on and around the steps of a white Victorian porch with decorative columns, accompanied by a golden retriever, in warm golden hour sunlight with flower pots and plants. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/home-neighbors.webp,337596
images/articles/ravenswood-cottages.webp,.webp,1024x1024,2025-12-24 17:41:46,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Golden hour view of white Victorian cottage with wraparound porch, hanging plants, and sister cottages visible in tree-lined neighborhood. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/ravenswood-cottages.webp,374798
images/ads/shared/silk-yoga-banner.png,.png,1024x1024,2025-12-24 17:42:40,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman meditating in lotus position in a bright room with three arched windows, wearing light purple. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions, clean image without any typography.",images/ads/shared/silk-yoga-banner.png,1636448
images/articles/sarah-portrait.webp,.webp,1024x1024,2025-12-24 17:44:08,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in rust-colored dress with cream cardigan sitting on wooden bench in wildflower meadow at sunset with stone wall and trees behind. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/sarah-portrait.webp,436886
images/articles/sarah-portrait.webp,.webp,1024x1024,2025-12-24 17:44:08,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in rust-colored dress with cream cardigan sitting on wooden bench in wildflower meadow at sunset with stone wall and trees behind. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/sarah-portrait.webp,396556
images/articles/intentional-living.webp,.webp,1024x1024,2025-12-24 17:42:20,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in white sitting cross-legged on jute rug in minimalist modern living room with monstera plants, linen sofa, and natural light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/intentional-living.webp,168828
images/articles/intentional-qa.png,.png,1024x1024,2025-12-24 17:42:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Four women gathered around kitchen table at night with green chalkboard wall featuring handwritten questions about community and intentional living. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/intentional-qa.png,1524828
images/articles/intentional-qa.webp,.webp,1024x1024,2025-12-24 17:42:51,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Evening kitchen gathering with women at wooden table beneath vintage pendant lamp, chalkboard wall asking philosophical questions about community. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/intentional-qa.webp,154580
images/articles/kundalini-practice.webp,.webp,1024x1024,2025-12-24 17:43:05,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in white practicing meditation with mudra hands in modern room with large arched window, plants, and natural light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/kundalini-practice.webp,264446
images/articles/living-room-movement.png,.png,1024x1024,2025-12-24 17:43:21,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Two women practicing yoga poses on vintage rug in Victorian parlor with bay windows and period furniture. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/living-room-movement.png,1803088
images/articles/living-room-movement.webp,.webp,100x100,2025-12-24 17:43:36,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Small thumbnail showing two people doing yoga stretches in Victorian-era living room. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/living-room-movement.webp,4830
images/articles/sculpting-dreams.webp,.webp,1024x1024,2025-12-24 17:45:10,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Female artist in apron working on large flowing transparent sculpture in bright studio apartment with dreamcatchers, wire art, and sketches. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/sculpting-dreams.webp,179614
images/articles/homes-community-stories.webp,.webp,1024x1024,2025-12-24 17:45:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Vintage-style photo collage featuring communal dining scene, Victorian porch with couple, orange cat on windowsill, antique fridge, and canning jars. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-community-stories.webp,270096
images/articles/seasonal-recipes.webp,.webp,1024x1024,2025-12-24 17:46:08,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands chopping tomato on cutting board surrounded by colorful fresh vegetables, herbs, and produce in farmhouse kitchen. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/seasonal-recipes.webp,191552
images/articles/silk-diet.webp,.webp,1024x1024,2025-12-24 17:46:54,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in white eating healthy meal at wooden table with abundant spread of salmon, salad, fruits, nuts, and chia water by window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/silk-diet.webp,178590
images/articles/homes-sustainable-design.webp,.webp,1024x1024,2025-12-24 17:47:11,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Aged Victorian window detail showing vintage patterned curtain, small potted plant, and blurred rural landscape through old glass pane. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-sustainable-design.webp,189678
images/articles/silk-values-morning.png,.png,1024x1024,2025-12-24 17:47:33,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in white dress sitting on floor reading by Victorian window with golden morning light, vintage furniture, and hardwood floors. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/silk-values-morning.png,1367077
images/articles/homes-tour.png,.png,1024x1024,2025-12-24 17:48:21,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Victorian hallway with dark wood trim, coat hooks with jackets, shoes lined up, community bulletin board, and sunlit rooms visible through doorways. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-tour.png,1624106
images/articles/mindful-holidays.png,.png,1024x1024,2025-12-24 17:44,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three people in Victorian parlor with arched windows - one meditating on floor with blanket, two sitting on sofas, fireplace with string lights and tea service. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/mindful-holidays.png,1782272
images/articles/mindful-holidays.webp,.webp,1024x1024,2025-12-24 17:45,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Cozy Victorian living room scene with woman meditating wrapped in knit blanket on floor, friends on couches, fireplace, and holiday atmosphere. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/mindful-holidays.webp,243160
images/articles/morning-practice-parlor-cellphone.webp,.webp,1024x1024,2025-12-24 17:45,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man practicing morning meditation in Victorian parlor with tall windows, natural morning light streaming in. Casual iPhone-style snapshot feel, candid authentic moment. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/morning-practice-parlor-cellphone.webp,171924
images/articles/morning-practice-parlor.webp,.webp,330x330,2025-12-24 17:46,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man in meditation pose on mat in golden morning light from Victorian windows. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/morning-practice-parlor.webp,37522
images/articles/pottery-studio-clay.webp,.webp,1024x1024,2025-12-24 17:47,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands shaping clay vessel on pottery wheel in sunlit studio workshop with students and pottery shelves in background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/pottery-studio-clay.webp,140796
images/articles/prenatal-yoga-practice.png,.png,1024x1024,2025-12-24 17:48,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Pregnant woman in white seated in supported yoga pose in minimalist room. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no ""Honoring Motherhood"" text, no typography.",images/articles/prenatal-yoga-practice.png,1258496
images/articles/homes-tour.webp,.webp,1024x1024,2025-12-24 17:49:06,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Long Victorian hallway with dark wood doors and trim, entry coat rack, multiple pairs of shoes, and warm afternoon light from end rooms. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/homes-tour.webp,186996
images/articles/tech-wellness-debate.webp,.webp,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Larger group of 10+ people seated in circle on Victorian porch at golden hour with river valley view, holding journals and tablets. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-wellness-debate.webp,259628
images/articles/thrift-finds.webp,.webp,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in wide-brimmed hat examining items in sunny Victorian parlor with vintage furniture, lace curtains, globe, and wicker basket of textiles. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/thrift-finds.webp,264836
images/articles/travel-nurse.webp,.webp,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Smiling woman in cardigan with stethoscope sitting outdoors in golden hour light with mountain forest landscape and backpack with travel patches. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/travel-nurse.webp,264180
images/articles/valley-artist-studio.png,.png,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Artist's studio with easel showing river valley landscape painting, gothic arched windows, and art supplies on table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/valley-artist-studio.png,1677312
images/articles/valley-artist-studio.webp,.webp,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands painting mountain river landscape on easel in brick studio with gothic arched windows, brushes, and palette visible. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/valley-artist-studio.webp,210378
images/articles/valley-calendar.png,.png,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Tablet displaying colorful community events calendar held up against window overlooking porch at sunset. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/valley-calendar.png,1468416
images/articles/silk-values-morning.webp,.webp,1024x1024,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in white dress sitting on wooden floor by tall Victorian window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/silk-values-morning.webp,138748
images/articles/tech-digital-wellness-porch.png,.png,1024x1024,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Laptop on Victorian porch railing at sunset with river valley view and decorative woodwork visible. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-digital-wellness-porch.png,1454963
images/articles/tech-digital-wellness-porch.webp,.webp,330x330,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Laptop on porch scene overlooking river valley at golden hour. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-digital-wellness-porch.webp,34688
images/articles/tech-digital-wellness.webp,.webp,1024x1024,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in blue shirt sitting cross-legged on floor using tablet in bright, minimalist white room with modern furnishings. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-digital-wellness.webp,98286
images/articles/tech-intentionality.png,.png,1024x1024,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Group gathered in Victorian parlor with burgundy sofas around coffee table, one person holding tablet, warm lighting from fireplace and wall sconces. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-intentionality.png,1720201
images/articles/tech-intentionality.webp,.webp,1024x1024,2025-12-24 17:59:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Larger group of diverse ages seated in ornate Victorian parlor with rich burgundy furniture, tablets and phones visible, warm ambient lighting. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-intentionality.webp,298674
images/articles/tech-modern-wellness.png,.png,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man in cream sweater working at laptop in Victorian library with built-in bookshelves, green banker's lamp, and fireplace. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-modern-wellness.png,1520585
images/articles/tech-modern-wellness.webp,.webp,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Victorian library scene with man at wooden desk, laptop, tall windows, extensive bookshelves, and warm natural lighting. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-modern-wellness.webp,183658
images/articles/tech-sustainable.png,.png,1024x1024,2025-12-24 17:57:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Hands typing on laptop at vintage kitchen table with notebook, coffee mug, and green cabinets in background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/tech-sustainable.png,1371430
